"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Fiat TIPO Tipo 5 puertas 1.4 16v 70 kW (95 CV) - MY20.S1","","Gasolina","M1","1770","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 16v Lounge 70 kW (95 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 16v Mirror 70 kW (95 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 16v Pop 70 kW (95 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 16v S Design 70 kW (95 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 16v Street 70kW (95CV) Gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 T-Jet 16v 88 kW (120 CV) - MY20.S1","","Gasolina","M1","1850","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 T-Jet 16v Lounge 88 kW (120 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 T-Jet 16v Lounge Plus 88 kW (120 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 T-Jet 16v Mirror 88 kW (120 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.4 T-Jet 16v S Design 88 kW (120 CV) gasolina","","Gasolina","M1","1270","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v 88 kW (120 CV) diesel Multijet II - MY20.S1","","Gasóleo","M1","1895","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v 88 kW (120 CV) diesel Multijet II DDCT - MY20.S1","","Gasóleo","M1","1965","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v Lounge 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v Lounge 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v Lounge Plus 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v Lounge Plus 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v Mirror 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v Mirror 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v Pop Business 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v S Design 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo 5 puertas 1.6 16v S Design 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo City Cross 1.0 GSE 73kW (100cv) MY22","","Gasolina","M1","1335","","","",""
"Fiat TIPO Tipo City Cross 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1425","","","",""
"Fiat TIPO Tipo City Cross 1.6 Mjet 97kW (130cv) MY22","","Gasóleo","M1","1435","","","",""
"Fiat TIPO Tipo City Life 1.0 73kw (100cv) Bz","","Gasolina","M1","1315","","","",""
"Fiat TIPO Tipo City Life 1.0 GSE 73kW (100cv) MY22","","Gasolina","M1","1315","","","",""
"Fiat TIPO Tipo City Life 1.3 Mjet Diesel 70kw (95cv)","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo City Life 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1405","","","",""
"Fiat TIPO Tipo City Life 1.6 Mjet 97kW (130cv) MY22","","Gasóleo","M1","1415","","","",""
"Fiat TIPO Tipo Cross 1.0 GSE 73kW (100cv) MY22","","Gasolina","M1","1335","","","",""
"Fiat TIPO Tipo Cross 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1425","","","",""
"Fiat TIPO Tipo Cross 1.6 Mjet 97kW (130cv) MY22","","Gasóleo","M1","1435","","","",""
"Fiat TIPO Tipo Garmin 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1425","","","",""
"Fiat TIPO Tipo Life 1.0 73kw (100cv) Bz","","Gasolina","M1","1315","","","",""
"Fiat TIPO Tipo Life 1.3 Mjet Diesel 70kw (95cv)","","Gasóleo","M1","1370","","","",""
"Fiat TIPO Tipo Life 1.6 Mjet Diesel 95kw (130cv)","","Gasóleo","M1","1415","","","",""
"Fiat TIPO Tipo RED 1.0 GSE 73kW (100cv) MY22","","Gasolina","M1","1335","","","",""
"Fiat TIPO Tipo RED 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1425","","","",""
"Fiat TIPO Tipo RED 1.6 Mjet 97kW (130cv) MY22","","Gasóleo","M1","1435","","","",""
"Fiat TIPO Tipo Sedan 1.3 16v 70 kW (95 CV) diesel Multijet II - MY20.S1","","Gasóleo","M1","1835","","","",""
"Fiat TIPO Tipo Sedan 1.4 16v 70 kW (95 CV) - MY20.S1","","Gasolina","M1","1725","","","",""
"Fiat TIPO Tipo Sedan 1.6 16v 88 kW (120 CV) diesel Multijet II - MY20.S1","","Gasóleo","M1","1885","","","",""
"Fiat TIPO Tipo SW 1.3 16v 70 kW (95 CV) diesel Multijet II - MY20.S1","","Gasóleo","M1","1945","","","",""
"Fiat TIPO Tipo SW 1.3 16v Mirror 70 kW (95 CV) diesel Multijet II","","Gasóleo","M1","1375","","","",""
"Fiat TIPO Tipo SW 1.3 16v Pop Business 70 kW (95 CV) diesel Multijet II","","Gasóleo","M1","1375","","","",""
"Fiat TIPO Tipo SW 1.3 16v S Design 70 kW (95 CV) diesel Multijet II","","Gasóleo","M1","1375","","","",""
"Fiat TIPO Tipo SW 1.4 16v 70 kW (95 CV) - MY20.S1","","Gasolina","M1","1830","","","",""
"Fiat TIPO Tipo SW 1.4 16v Lounge 70 kW (95 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 16v Mirror 70 kW (95 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 16v Pop 70 kW (95 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 16v S Design 70 kW (95 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 16v Street 70 kW (95 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 T-Jet 16v 88 kW (120 CV) - MY20.S1","","Gasolina","M1","1930","","","",""
"Fiat TIPO Tipo SW 1.4 T-Jet 16v Lounge 88 kW (120 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 T-Jet 16v Lounge Plus 88 kW (120 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 T-Jet 16v Mirror 88 kW (120 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.4 T-Jet 16v S Design 88 kW (120 CV) gasolina","","Gasolina","M1","1280","","","",""
"Fiat TIPO Tipo SW 1.6 16v 88 kW (120 CV) diesel Multijet II - MY20.S1","","Gasóleo","M1","2015","","","",""
"Fiat TIPO Tipo SW 1.6 16v 88 kW (120 CV) diesel Multijet II DDCT - MY20.S1","","Gasóleo","M1","2025","","","",""
"Fiat TIPO Tipo SW 1.6 16v Lounge 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v Lounge 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v Lounge Plus 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v Lounge Plus 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v Mirror 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v Mirror 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v Pop Business 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v S Design 88 kW (120 CV) diesel Multijet II","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW 1.6 16v S Design 88 kW (120 CV) diesel Multijet II DDCT","","Gasóleo","M1","1395","","","",""
"Fiat TIPO Tipo SW City Life 1.0 GSE 73kW (100cv) MY22","","Gasolina","M1","1345","","","",""
"Fiat TIPO Tipo SW City Life 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1435","","","",""
"Fiat TIPO Tipo SW City Life 1.6 Mjet 97kW (130cv) MY22","","Gasóleo","M1","1470","","","",""
"Fiat TIPO Tipo SW Cross 1.0 GSE 73kW (100cv) MY22","","Gasolina","M1","1365","","","",""
"Fiat TIPO Tipo SW Cross 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1455","","","",""
"Fiat TIPO Tipo SW Cross 1.6 Mjet 97kW (130cv) MY22","","Gasóleo","M1","1490","","","",""
"Fiat TIPO Tipo SW RED 1.0 GSE 73kW (100cv) MY22","","Gasolina","M1","1365","","","",""
"Fiat TIPO Tipo SW RED 1.5 Hybrid 97kW (130cv) DCT MY22","","Híbridos de gasolina","M1","1455","","","",""
"Fiat TIPO Tipo SW RED 1.6 Mjet 97kW (130cv) MY22","","Gasóleo","M1","1490","","","",""
"Fiat TIPO Tipo Tipo1,0 100cv Bz Cm E6d Final","","Gasolina","M1","1315","","","",""
